% Model,cmt.mph
% Version,COMSOL 6.3.0.420
% Date,"Sep 5 2025, 02:25"
% Table,Accumulated Probe Table 2 - 
% gap (m),Effective_mode_index (1),C12,C21,X11,X22,K12,K21,neff2,xpol1,ypol1,zpol1,xpol2,ypol2,zpol2
1.0E-8,1.4988027009900051+2.224523264383653E-9i,0.47058000639312014+4.771713771392247E-10i,0.47062118000872727-4.772131274698672E-10i,521118.87544797146,521731.03854645457,989401.5530422757+0.019715291485154735i,989636.0185803531+0.03054824808691798i,1.4988027009900051+2.224523264383653E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.037788504571175593,0.5302912604625496,0.4319202349662776
1.0E-8,2.4041634205075253-4.847445063950436E-16i,0.47058000639312014+4.771713771392247E-10i,0.47062118000872727-4.772131274698672E-10i,521118.87544797146,521731.03854645457,989401.5530422757+0.019715291485154735i,989636.0185803531+0.03054824808691798i,1.4988027009900051+2.224523264383653E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.037788504571175593,0.5302912604625496,0.4319202349662776
2.006711409395973E-8,1.4988027009900096+2.2245216477890366E-9i,0.4588670002640565+3.682282375675055E-10i,0.4588596544913831-3.682223427855239E-10i,440921.4458553934,440819.0156303231,930066.7675824804+0.020261770333152736i,930285.369935489+0.029095738552958387i,1.4988027009900096+2.2245216477890366E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.03778850457117307,0.5302912604625488,0.4319202349662788
2.006711409395973E-8,2.4041634205075217-4.847445063950471E-16i,0.4588670002640565+3.682282375675055E-10i,0.4588596544913831-3.682223427855239E-10i,440921.4458553934,440819.0156303231,930066.7675824804+0.020261770333152736i,930285.369935489+0.029095738552958387i,1.4988027009900096+2.2245216477890366E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.03778850457117307,0.5302912604625488,0.4319202349662788
3.0134228187919464E-8,1.4988027009900178+2.2245256892755337E-9i,0.44676570174992764+2.0562670432170413E-11i,0.4468051456139037-2.0564485860642962E-11i,377503.62656756747,377628.4744259625,874524.9448230795+0.0204271042351405i,874867.519638034+0.027682530798430846i,1.4988027009900178+2.2245256892755337E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.037788504571175,0.5302912604625457,0.4319202349662808
3.0134228187919464E-8,2.404163420507524-7.271167595925676E-16i,0.44676570174992764+2.0562670432170413E-11i,0.4468051456139037-2.0564485860642962E-11i,377503.62656756747,377628.4744259625,874524.9448230795+0.0204271042351405i,874867.519638034+0.027682530798430846i,1.4988027009900178+2.2245256892755337E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.037788504571175,0.5302912604625457,0.4319202349662808
4.02013422818792E-8,1.4988027009900051+2.224523668532304E-9i,0.4346165904987469-2.9607388580201584E-10i,0.43463319387819976+2.960851965231883E-10i,325339.03831576253,325703.45677700697,822928.6624744497+0.020524091256268355i,823054.5003704068+0.026788242292930295i,1.4988027009900051+2.224523668532304E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.03778850457117553,0.5302912604625489,0.431920234966277
4.02013422818792E-8,2.404163420507524-7.271167595925676E-16i,0.4346165904987469-2.9607388580201584E-10i,0.43463319387819976+2.960851965231883E-10i,325339.03831576253,325703.45677700697,822928.6624744497+0.020524091256268355i,823054.5003704068+0.026788242292930295i,1.4988027009900051+2.224523668532304E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.03778850457117553,0.5302912604625489,0.431920234966277
5.026845637583893E-8,1.4988027009900076+2.2245236685322984E-9i,0.4221555741219116-6.168738758647309E-10i,0.42222239859194916+6.169715229701151E-10i,282677.0727406435,282909.6243678374,774291.9905733005+0.020395476218070984i,774695.2152128462+0.025885759465945467i,1.4988027009900076+2.2245236685322984E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.037788504571173026,0.5302912604625502,0.43192023496628
5.026845637583893E-8,2.4041634205075217,0.4221555741219116-6.168738758647309E-10i,0.42222239859194916+6.169715229701151E-10i,282677.0727406435,282909.6243678374,774291.9905733005+0.020395476218070984i,774695.2152128462+0.025885759465945467i,1.4988027009900076+2.2245236685322984E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.037788504571173026,0.5302912604625502,0.43192023496628
6.033557046979867E-8,1.4988027009900111+2.224524072680943E-9i,0.40991352733415265-1.468007357188246E-9i,0.40987308558130137+1.4678625247131883E-9i,247154.42904961965,247325.83929866343,729299.5642234874+0.020231385546217447i,729345.2649080298+0.02536583130799594i,1.4988027009900111+2.224524072680943E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.037788504571172624,0.5302912604625502,0.4319202349662802
6.033557046979867E-8,2.404163420507528+7.271167595925619E-16i,0.40991352733415265-1.468007357188246E-9i,0.40987308558130137+1.4678625247131883E-9i,247154.42904961965,247325.83929866343,729299.5642234874+0.020231385546217447i,729345.2649080298+0.02536583130799594i,1.4988027009900111+2.224524072680943E-9i,0.03778850457117844,0.5302912604625517,0.4319202349662695,0.037788504571172624,0.5302912604625502,0.4319202349662802
